Note: You are using GPU for training
  3952     6      2061   236/365        65% 0.026685      60.0636
  3960     6      2071   246/365        67% 0.021461      60.3404
  3979     6      2081   256/365        70% 0.027234      59.7168
  4000     6      2091   266/365        73% 0.035823      59.5160
  4020     6      2101   276/365        76% 0.029449      59.0127
  4033     6      2111   286/365        78% 0.036885      59.3969
  4045     6      2121   296/365        81% 0.034422      59.4383
  4062     6      2131   306/365        84% 0.069034      59.9265
  4076     6      2141   316/365        87% 0.052756      59.9881
  4093     6      2151   326/365        89% 0.069968      59.9693
  4107     6      2161   336/365        92% 0.021812      59.9888
  4121     6      2171   346/365        95% 0.001707      60.2028
  4136     6      2181   356/365        98% 0.032305      60.1267

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  4316     6      2190     6/30     0.6891   0.9431   0.6656       0.7804       1.8304

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  4325     7      2191     1/365         0% 0.021706      56.2500
  4340     7      2201    11/365         3% 0.056507      59.6591
  4349     7      2211    21/365         6% 0.000472      61.6071
  4368     7      2221    31/365         8% 0.001230      64.1129
  4380     7      2231    41/365        11% 0.023139      62.8049
  4406     7      2241    51/365        14% 0.079819      59.8039
  4421     7      2251    61/365        17% 0.062548      58.4016
  4435     7      2261    71/365        19% 0.013947      58.4507
  4446     7      2271    81/365        22% 0.009568      59.4136
  4459     7      2281    91/365        25% 0.024019      59.4780
  4470     7      2291   101/365        28% 0.019653      59.4059
  4477     7      2301   111/365        30% 0.005024      59.7973
  4501     7      2311   121/365        33% 0.016099      60.2273
  4512     7      2321   131/365        36% 0.026409      60.5916
  4530     7      2331   141/365        39% 0.031589      59.9734
  4542     7      2341   151/365        41% 0.035700      59.6854
  4552     7      2351   161/365        44% 0.023634      59.8214
  4565     7      2361   171/365        47% 0.113948      60.0146
  4584     7      2371   181/365        50% 0.041314      60.0138
  4605     7      2381   191/365        52% 0.005828      59.5550
  4616     7      2391   201/365        55% 0.036342      60.0124
  4631     7      2401   211/365        58% 0.030620      59.7156
  4653     7      2411   221/365        61% 0.005478      59.6719
  4672     7      2421   231/365        63% 0.016682      59.4426
  4686     7      2431   241/365        66% 0.016232      59.6473
  4700     7      2441   251/365        69% 0.003698      59.8606
  4715     7      2451   261/365        72% 0.020149      59.7462
  4730     7      2461   271/365        74% 0.033629      59.9631
  4745     7      2471   281/365        77% 0.033205      59.7420
  4752     7      2481   291/365        80% 0.034336      60.2234
  4762     7      2491   301/365        82% 0.022879      60.4651
  4776     7      2501   311/365        85% 0.039560      60.3296
  4791     7      2511   321/365        88% 0.056555      60.4556
  4814     7      2521   331/365        91% 0.009152      60.3285
  4838     7      2531   341/365        93% 0.072769      60.2425
  4852     7      2541   351/365        96% 0.054925      60.5747
  4865     7      2551   361/365        99% 0.100474      60.4546

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  5035     7      2555     7/30     0.6984   0.9352   0.6764       0.7850       1.8023

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  5055     8      2561     6/365         2% 0.041258      51.0417
  5070     8      2571    16/365         4% 0.005492      61.3281
  5083     8      2581    26/365         7% 0.102887      62.9808
  5093     8      2591    36/365        10% 0.031116      62.6736
  5106     8      2601    46/365        13% 0.017401      62.0924
  5115     8      2611    56/365        15% 0.017605      63.8393
  5130     8      2621    66/365        18% 0.009328      64.0152
  5149     8      2631    76/365        21% 0.033718      63.4046
  5161     8      2641    86/365        24% 0.019955      63.7355
  5190     8      2651    96/365        26% 0.056060      62.3047
  5198     8      2661   106/365        29% 0.007924      62.3231
  5209     8      2671   116/365        32% 0.009613      62.1228
  5220     8      2681   126/365        35% 0.055061      61.3095
  5227     8      2691   136/365        37% 0.005366      61.3051
  5254     8      2701   146/365        40% 0.034505      60.9589
  5268     8      2711   156/365        43% 0.051921      61.1779
  5277     8      2721   166/365        45% 0.053934      61.7093
  5291     8      2731   176/365        48% 0.001242      61.6832
  5313     8      2741   186/365        51% 0.024706      61.0887
  5327     8      2751   196/365        54% 0.012745      61.3520
  5355     8      2761   206/365        56% 0.006760      60.7706
  5366     8      2771   216/365        59% 0.035588      61.0532
  5379     8      2781   226/365        62% 0.128134      60.8131
  5397     8      2791   236/365        65% 0.033613      60.9110
  5406     8      2801   246/365        67% 0.007378      61.3567
  5428     8      2811   256/365        70% 0.055370      61.1572
  5445     8      2821   266/365        73% 0.041475      61.2077
  5456     8      2831   276/365        76% 0.025121      61.2319
  5468     8      2841   286/365        78% 0.052013      61.0358
  5484     8      2851   296/365        81% 0.075559      61.1486
  5499     8      2861   306/365        84% 0.030637      61.1724
  5518     8      2871   316/365        87% 0.039907      60.9375
  5531     8      2881   326/365        89% 0.041495      60.8129
  5550     8      2891   336/365        92% 0.019584      60.7515
  5564     8      2901   346/365        95% 0.017923      60.6033
  5574     8      2911   356/365        98% 0.015909      60.7619

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  5758     8      2920     8/30     0.6994   0.9406   0.6756       0.7864       1.8196

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  5766     9      2921     1/365         0% 0.000252     100.0000
  5776     9      2931    11/365         3% 0.056812      68.1818
  5796     9      2941    21/365         6% 0.066511      60.4167
  5810     9      2951    31/365         8% 0.025295      58.4677
  5818     9      2961    41/365        11% 0.028037      60.5183
  5826     9      2971    51/365        14% 0.062326      62.1324
  5846     9      2981    61/365        17% 0.010009      62.1926
  5865     9      2991    71/365        19% 0.043368      59.5951
  5877     9      3001    81/365        22% 0.037905      59.3364
  5896     9      3011    91/365        25% 0.041792      60.3022
  5919     9      3021   101/365        28% 0.056507      60.1485
  5929     9      3031   111/365        30% 0.002802      60.1914
  5941     9      3041   121/365        33% 0.032315      59.9690
  5960     9      3051   131/365        36% 0.053711      59.1603
  5973     9      3061   141/365        39% 0.036880      58.9539
  5990     9      3071   151/365        41% 0.010561      59.1060
  6002     9      3081   161/365        44% 0.021996      60.0155
  6019     9      3091   171/365        47% 0.046938      60.6360
  6030     9      3101   181/365        50% 0.013217      60.6008
  6040     9      3111   191/365        52% 0.018546      60.7984
  6063     9      3121   201/365        55% 0.023861      60.6032
  6074     9      3131   211/365        58% 0.011957      60.8412
  6092     9      3141   221/365        61% 0.022086      60.7466
  6108     9      3151   231/365        63% 0.020439      61.0931
  6125     9      3161   241/365        66% 0.032167      60.7624
  6140     9      3171   251/365        69% 0.027197      61.0558
  6156     9      3181   261/365        72% 0.046353      61.0393
  6165     9      3191   271/365        74% 0.009266      61.5314
  6178     9      3201   281/365        77% 0.022252      61.3657
  6203     9      3211   291/365        80% 0.016625      61.3187
  6213     9      3221   301/365        82% 0.034508      61.3164
  6237     9      3231   311/365        85% 0.046896      60.8119
  6252     9      3241   321/365        88% 0.037327      60.7477
  6269     9      3251   331/365        91% 0.011589      60.5740
  6283     9      3261   341/365        93% 0.044126      60.8121
  6294     9      3271   351/365        96% 0.001739      60.6639
  6313     9      3281   361/365        99% 0.001420      60.6108

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  6481     9      3285     9/30     0.7102   0.9415   0.6869       0.7943       1.7329

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  6499    10      3291     6/365         2% 0.063564      52.0833
  6511    10      3301    16/365         4% 0.047122      54.2969
  6523    10      3311    26/365         7% 0.000281      61.2981
  6541    10      3321    36/365        10% 0.028244      63.3681
  6560    10      3331    46/365        13% 0.013837      61.2772
  6581    10      3341    56/365        15% 0.004140      60.6027
  6590    10      3351    66/365        18% 0.013755      61.1742
  6604    10      3361    76/365        21% 0.030997      61.5954
  6618    10      3371    86/365        24% 0.059046      61.3372
  6629    10      3381    96/365        26% 0.048048      61.7188
  6640    10      3391   106/365        29% 0.012209      62.0873
  6659    10      3401   116/365        32% 0.000062      62.0151
  6668    10      3411   126/365        35% 0.002360      63.6409
  6689    10      3421   136/365        37% 0.028368      63.4651
  6700    10      3431   146/365        40% 0.023148      63.3562
  6713    10      3441   156/365        43% 0.032975      63.4215
  6730    10      3451   166/365        45% 0.044688      63.5542
  6755    10      3461   176/365        48% 0.047903      62.9616
  6769    10      3471   186/365        51% 0.011814      62.8360
  6782    10      3481   196/365        54% 0.069580      62.2768
  6798    10      3491   206/365        56% 0.030800      62.0449
  6812    10      3501   216/365        59% 0.038128      61.9792
  6826    10      3511   226/365        62% 0.027024      62.3617
  6838    10      3521   236/365        65% 0.005442      62.9502
  6850    10      3531   246/365        67% 0.046342      62.5508
  6866    10      3541   256/365        70% 0.018619      62.6709
  6891    10      3551   266/365        73% 0.025974      62.4060
  6905    10      3561   276/365        76% 0.016065      62.2736
  6928    10      3571   286/365        78% 0.043027      61.7570
  6936    10      3581   296/365        81% 0.016251      61.9932
  6951    10      3591   306/365        84% 0.024245      62.0098
  6964    10      3601   316/365        87% 0.028964      61.9264
  6973    10      3611   326/365        89% 0.000794      62.0782
  6986    10      3621   336/365        92% 0.003119      62.2024
  7019    10      3631   346/365        95% 0.056022      62.0496
  7026    10      3641   356/365        98% 0.036372      62.3262

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  7203    10      3650    10/30     0.7123   0.9355   0.6986       0.7999       1.7064

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  7210    11      3651     1/365         0% 0.000068     100.0000
  7226    11      3661    11/365         3% 0.043197      63.0682
  7241    11      3671    21/365         6% 0.022321      59.8214
  7250    11      3681    31/365         8% 0.012696      66.1290
  7263    11      3691    41/365        11% 0.000062      65.5488
  7284    11      3701    51/365        14% 0.023542      65.3186
  7307    11      3711    61/365        17% 0.102101      65.5738
  7318    11      3721    71/365        19% 0.017348      66.1972
  7332    11      3731    81/365        22% 0.007873      65.9722
  7345    11      3741    91/365        25% 0.013854      65.5907
  7360    11      3751   101/365        28% 0.073597      66.3985
  7373    11      3761   111/365        30% 0.000092      66.8919
  7383    11      3771   121/365        33% 0.049732      66.7872
  7407    11      3781   131/365        36% 0.025928      65.9828
  7419    11      3791   141/365        39% 0.010461      65.9131
  7434    11      3801   151/365        41% 0.027671      65.8113
  7449    11      3811   161/365        44% 0.001743      65.9550
  7460    11      3821   171/365        47% 0.017730      66.3743
  7471    11      3831   181/365        50% 0.002474      66.0221
  7485    11      3841   191/365        52% 0.026521      65.4777
  7512    11      3851   201/365        55% 0.052584      64.5522
  7524    11      3861   211/365        58% 0.032258      64.2476
  7540    11      3871   221/365        61% 0.056541      64.1686
  7552    11      3881   231/365        63% 0.041606      64.0963
  7562    11      3891   241/365        66% 0.013822      64.1079
  7577    11      3901   251/365        69% 0.072349      63.5956
  7595    11      3911   261/365        72% 0.057928      63.8889
  7620    11      3921   271/365        74% 0.070401      63.7223
  7629    11      3931   281/365        77% 0.043878      63.9457
  7644    11      3941   291/365        80% 0.037222      63.8101
  7658    11      3951   301/365        82% 0.007393      63.7666
  7669    11      3961   311/365        85% 0.026757      63.8666
  7680    11      3971   321/365        88% 0.023346      64.1355
  7698    11      3981   331/365        91% 0.010162      64.1050
  7716    11      3991   341/365        93% 0.034089      63.8013
  7736    11      4001   351/365        96% 0.022760      63.5862
  7746    11      4011   361/365        99% 0.041148      63.9543

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  7923    11      4015    11/30     0.7123   0.9498   0.6886       0.7983       1.7122

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  7945    12      4021     6/365         2% 0.014046      46.8750
  7956    12      4031    16/365         4% 0.023732      58.9844
  7971    12      4041    26/365         7% 0.065003      60.0962
  7991    12      4051    36/365        10% 0.023644      56.4236
  8007    12      4061    46/365        13% 0.021189      56.5217
  8019    12      4071    56/365        15% 0.037090      57.9241
  8027    12      4081    66/365        18% 0.020320      61.0795
  8037    12      4091    76/365        21% 0.019008      62.1711
  8052    12      4101    86/365        24% 0.026539      61.7006
  8068    12      4111    96/365        26% 0.051664      62.0443
  8075    12      4121   106/365        29% 0.001397      63.0896
  8096    12      4131   116/365        32% 0.096170      62.6616
  8110    12      4141   126/365        35% 0.012389      62.5496
  8122    12      4151   136/365        37% 0.038227      62.3621
  8137    12      4161   146/365        40% 0.038085      62.7568
  8148    12      4171   156/365        43% 0.030825      62.7804
  8161    12      4181   166/365        45% 0.028475      62.9142
  8189    12      4191   176/365        48% 0.010573      63.0682
  8200    12      4201   186/365        51% 0.029649      63.3065
  8219    12      4211   196/365        54% 0.073687      63.4566
  8231    12      4221   206/365        56% 0.018456      63.7743
  8251    12      4231   216/365        59% 0.043143      63.2812
  8264    12      4241   226/365        62% 0.034842      63.3573
  8276    12      4251   236/365        65% 0.068650      63.6388
  8290    12      4261   246/365        67% 0.023587      63.4146
  8304    12      4271   256/365        70% 0.004768      63.6963
  8316    12      4281   266/365        73% 0.049149      63.6278
  8335    12      4291   276/365        76% 0.009579      63.4737
  8347    12      4301   286/365        78% 0.077805      63.3086
  8358    12      4311   296/365        81% 0.042008      63.5980
  8380    12      4321   306/365        84% 0.040654      63.4600
  8396    12      4331   316/365        87% 0.026840      63.3109
  8413    12      4341   326/365        89% 0.045298      63.1751
  8430    12      4351   336/365        92% 0.034597      63.0058
  8438    12      4361   346/365        95% 0.008728      63.1541
  8459    12      4371   356/365        98% 0.050788      62.8365

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  8638    12      4380    12/30     0.7128   0.9420   0.6932       0.7986       1.6747

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  8641    13      4381     1/365         0% 0.046876      43.7500
  8667    13      4391    11/365         3% 0.033509      60.7955
  8679    13      4401    21/365         6% 0.030154      61.6071
  8702    13      4411    31/365         8% 0.035591      59.2742
  8712    13      4421    41/365        11% 0.020999      60.9756
  8724    13      4431    51/365        14% 0.031696      62.0098
  8740    13      4441    61/365        17% 0.028948      62.2951
  8751    13      4451    71/365        19% 0.031002      63.2042
  8765    13      4461    81/365        22% 0.083332      64.3519
  8774    13      4471    91/365        25% 0.053732      65.3846
  8786    13      4481   101/365        28% 0.033063      64.9752
  8799    13      4491   111/365        30% 0.014516      65.0338
  8807    13      4501   121/365        33% 0.006184      65.3926
  8818    13      4511   131/365        36% 0.029593      65.7443
  8835    13      4521   141/365        39% 0.038868      65.7801
  8856    13      4531   151/365        41% 0.012375      64.9834
  8862    13      4541   161/365        44% 0.046933      65.0621
  8883    13      4551   171/365        47% 0.073286      64.4371
  8894    13      4561   181/365        50% 0.015885      64.6064
  8907    13      4571   191/365        52% 0.007968      64.6597
  8938    13      4581   201/365        55% 0.037684      64.3968
  8949    13      4591   211/365        58% 0.004491      64.5142
  8959    13      4601   221/365        61% 0.066759      64.3665
  8973    13      4611   231/365        63% 0.012728      64.3939
  8983    13      4621   241/365        66% 0.001853      64.8081
  8991    13      4631   251/365        69% 0.027782      64.7908
  9008    13      4641   261/365        72% 0.029804      64.6312
  9024    13      4651   271/365        74% 0.087677      64.2066
  9050    13      4661   281/365        77% 0.020296      63.9235
  9065    13      4671   291/365        80% 0.042727      63.9390
  9082    13      4681   301/365        82% 0.014664      63.6836
  9110    13      4691   311/365        85% 0.022535      63.1632
  9122    13      4701   321/365        88% 0.014819      63.3372
  9129    13      4711   331/365        91% 0.029178      63.8784
  9151    13      4721   341/365        93% 0.007021      63.7884
  9165    13      4731   351/365        96% 0.072886      63.5552
  9174    13      4741   361/365        99% 0.041211      63.4392

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  9352    13      4745    13/30     0.7190   0.9425   0.7003       0.8036       1.6884

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
