Note: You are using GPU for training
Dataset: Reuters
No. of target classes: 90
No. of train instances 5827
No. of dev instances 1943
No. of test instances 3019
  3785     6      1951   126/365        35% 0.001557      60.6647
  3797     6      1961   136/365        37% 0.006350      61.3511
  3812     6      1971   146/365        40% 0.038161      61.0873
  3830     6      1981   156/365        43% 0.111044      60.5369
  3839     6      1991   166/365        45% 0.000487      61.2199
  3852     6      2001   176/365        48% 0.038653      60.9730
  3870     6      2011   186/365        51% 0.043193      60.2487
  3884     6      2021   196/365        54% 0.024442      59.9171
  3902     6      2031   206/365        56% 0.054080      60.0425
  3914     6      2041   216/365        59% 0.016491      60.2141
  3931     6      2051   226/365        62% 0.010170      60.4535
  3941     6      2061   236/365        65% 0.030238      60.6462
  3949     6      2071   246/365        67% 0.009387      61.0010
  3968     6      2081   256/365        70% 0.028828      60.7178
  3988     6      2091   266/365        73% 0.038727      60.5263
  4008     6      2101   276/365        76% 0.028453      60.0543
  4022     6      2111   286/365        78% 0.044368      60.2054
  4034     6      2121   296/365        81% 0.023772      60.3674
  4051     6      2131   306/365        84% 0.069650      60.7435
  4065     6      2141   316/365        87% 0.034674      60.7793
  4082     6      2151   326/365        89% 0.087391      60.6020
  4096     6      2161   336/365        92% 0.020971      60.6771
  4110     6      2171   346/365        95% 0.000063      60.9089
  4124     6      2181   356/365        98% 0.030848      61.0065

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  4305     6      2190     6/30     0.6974   0.9494   0.6681       0.7843       1.7778

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  4314     7      2191     1/365         0% 0.018921      50.0000
  4329     7      2201    11/365         3% 0.052505      64.7727
  4338     7      2211    21/365         6% 0.000804      65.7738
  4357     7      2221    31/365         8% 0.000255      67.5403
  4369     7      2231    41/365        11% 0.026522      64.3293
  4395     7      2241    51/365        14% 0.047619      61.6422
  4410     7      2251    61/365        17% 0.055849      60.6557
  4424     7      2261    71/365        19% 0.026336      60.9155
  4435     7      2271    81/365        22% 0.010450      61.8827
  4448     7      2281    91/365        25% 0.028053      61.8132
  4458     7      2291   101/365        28% 0.010353      61.5099
  4466     7      2301   111/365        30% 0.002568      61.4302
  4490     7      2311   121/365        33% 0.011760      61.4669
  4501     7      2321   131/365        36% 0.033453      61.8798
  4519     7      2331   141/365        39% 0.039513      61.4805
  4531     7      2341   151/365        41% 0.034562      61.5480
  4541     7      2351   161/365        44% 0.033304      61.9565
  4554     7      2361   171/365        47% 0.108777      62.0980
  4573     7      2371   181/365        50% 0.042123      61.8439
  4594     7      2381   191/365        52% 0.008888      61.3874
  4605     7      2391   201/365        55% 0.028342      61.8159
  4620     7      2401   211/365        58% 0.016416      61.4929
  4642     7      2411   221/365        61% 0.012892      61.2839
  4661     7      2421   231/365        63% 0.010691      61.1742
  4675     7      2431   241/365        66% 0.013597      61.3849
  4689     7      2441   251/365        69% 0.010115      61.6783
  4705     7      2451   261/365        72% 0.011061      61.5182
  4720     7      2461   271/365        74% 0.020717      61.5314
  4734     7      2471   281/365        77% 0.029639      61.3434
  4742     7      2481   291/365        80% 0.022274      61.7912
  4751     7      2491   301/365        82% 0.029786      62.0640
  4765     7      2501   311/365        85% 0.025343      62.1182
  4781     7      2511   321/365        88% 0.034079      62.3637
  4804     7      2521   331/365        91% 0.015461      62.1224
  4828     7      2531   341/365        93% 0.076459      61.8776
  4842     7      2541   351/365        96% 0.048330      62.1631
  4855     7      2551   361/365        99% 0.080172      61.9643

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  5025     7      2555     7/30     0.7138   0.9289   0.6949       0.7950       1.6759

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  5043     8      2561     6/365         2% 0.037947      57.2917
  5058     8      2571    16/365         4% 0.009644      63.2812
