Note: You are using GPU for training
Dataset: Reuters
No. of target classes: 90
No. of train instances 5827
No. of dev instances 1943
No. of test instances 3019
Applying weight drop of 0.1 to weight_hh_l0

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
     2     1         1     1/365         0% 0.698168       0.0000
    13     1        11    11/365         3% 0.055521       9.0909
    30     1        21    21/365         6% 0.078487      14.5833
    46     1        31    31/365         8% 0.027736      19.5565
    63     1        41    41/365        11% 0.048245      19.5122
    74     1        51    51/365        14% 0.032082      21.8137
    91     1        61    61/365        17% 0.004263      26.3320
   101     1        71    71/365        19% 0.049657      30.7218
   113     1        81    81/365        22% 0.057743      32.6389
   139     1        91    91/365        25% 0.048011      33.4478
   148     1       101   101/365        28% 0.056480      36.0149
   160     1       111   111/365        30% 0.029734      37.7252
   172     1       121   121/365        33% 0.036797      37.7583
   190     1       131   131/365        36% 0.082095      38.9790
   207     1       141   141/365        39% 0.012070      39.4947
   219     1       151   151/365        41% 0.069245      40.3560
   243     1       161   161/365        44% 0.039114      40.8385
   260     1       171   171/365        47% 0.026865      40.8260
   268     1       181   181/365        50% 0.028303      41.4365
   279     1       191   191/365        52% 0.059306      42.1793
   294     1       201   201/365        55% 0.002615      43.0348
   306     1       211   211/365        58% 0.065085      43.3353
   337     1       221   221/365        61% 0.062469      43.1561
   356     1       231   231/365        63% 0.039016      43.7229
   367     1       241   241/365        66% 0.053032      44.1131
   384     1       251   251/365        69% 0.039798      44.3974
   392     1       261   261/365        72% 0.029103      44.8994
   407     1       271   271/365        74% 0.008576      45.0415
   419     1       281   281/365        77% 0.005337      45.5516
   427     1       291   291/365        80% 0.051079      46.1770
   437     1       301   301/365        82% 0.057067      46.4909
   452     1       311   311/365        85% 0.040300      46.5434
   473     1       321   321/365        88% 0.047101      46.7109
   485     1       331   331/365        91% 0.040638      46.8862
   492     1       341   341/365        93% 0.036281      47.3268
   512     1       351   351/365        96% 0.025837      47.4389
   536     1       361   361/365        99% 0.042243      47.3538

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
   705     1       365     1/30     0.5831   0.9358   0.5370       0.6824       2.2341

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
   712     2       371     6/365         2% 0.025278      72.9167
   735     2       381    16/365         4% 0.000927      64.0625
   744     2       391    26/365         7% 0.045330      58.6538
   754     2       401    36/365        10% 0.023252      59.5486
   763     2       411    46/365        13% 0.015678      58.9674
   783     2       421    56/365        15% 0.029346      57.5893
   797     2       431    66/365        18% 0.053257      56.8182
   826     2       441    76/365        21% 0.046610      55.0164
   839     2       451    86/365        24% 0.020997      54.4331
   848     2       461    96/365        26% 0.064615      55.1432
   866     2       471   106/365        29% 0.004785      55.6014
   879     2       481   116/365        32% 0.041745      55.7112
   893     2       491   126/365        35% 0.035611      55.8532
   907     2       501   136/365        37% 0.009981      55.5147
   915     2       511   146/365        40% 0.067941      56.1216
   946     2       521   156/365        43% 0.025010      55.0481
   965     2       531   166/365        45% 0.026898      55.1958
   976     2       541   176/365        48% 0.029822      54.8651
   986     2       551   186/365        51% 0.092603      55.1411
   996     2       561   196/365        54% 0.021288      55.2296
  1009     2       571   206/365        56% 0.017891      55.0971
  1016     2       581   216/365        59% 0.000213      55.6713
  1037     2       591   226/365        62% 0.016449      55.5033
  1044     2       601   236/365        65% 0.004103      55.8263
  1056     2       611   246/365        67% 0.013281      56.1484
  1067     2       621   256/365        70% 0.034508      56.2744
  1092     2       631   266/365        73% 0.090699      55.6861
  1108     2       641   276/365        76% 0.004331      55.7292
  1119     2       651   286/365        78% 0.034382      55.8129
  1144     2       661   296/365        81% 0.032247      55.4688
  1160     2       671   306/365        84% 0.020500      55.5964
  1172     2       681   316/365        87% 0.009871      55.7160
  1184     2       691   326/365        89% 0.028029      55.5982
  1202     2       701   336/365        92% 0.035769      55.7710
  1215     2       711   346/365        95% 0.040514      55.6038
  1233     2       721   356/365        98% 0.015440      55.6220

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  1412     2       730     2/30     0.6330   0.9374   0.6015       0.7328       1.9864

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  1422     3       731     1/365         0% 0.000553     100.0000
  1430     3       741    11/365         3% 0.014971      59.6591
  1457     3       751    21/365         6% 0.048346      59.2262
  1468     3       761    31/365         8% 0.025211      62.0968
  1480     3       771    41/365        11% 0.081699      60.5183
  1497     3       781    51/365        14% 0.052464      59.3137
  1510     3       791    61/365        17% 0.025744      57.4795
  1523     3       801    71/365        19% 0.008507      58.0986
  1539     3       811    81/365        22% 0.023988      58.1790
  1557     3       821    91/365        25% 0.020831      57.6923
  1570     3       831   101/365        28% 0.070436      57.6114
  1596     3       841   111/365        30% 0.064256      56.5878
  1605     3       851   121/365        33% 0.050235      57.3347
  1618     3       861   131/365        36% 0.025979      57.6336
  1627     3       871   141/365        39% 0.044478      57.8901
  1643     3       881   151/365        41% 0.020412      57.5745
  1654     3       891   161/365        44% 0.016471      57.6863
  1674     3       901   171/365        47% 0.000396      57.4561
  1687     3       911   181/365        50% 0.004739      58.0456
  1710     3       921   191/365        52% 0.041429      57.9188
  1721     3       931   201/365        55% 0.026719      57.9913
  1734     3       941   211/365        58% 0.002043      58.0273
  1752     3       951   221/365        61% 0.007856      58.2862
  1764     3       961   231/365        63% 0.038301      58.1981
  1775     3       971   241/365        66% 0.002073      58.5062
  1794     3       981   251/365        69% 0.031890      58.2669
  1807     3       991   261/365        72% 0.044333      58.5489
  1831     3      1001   271/365        74% 0.016945      58.2334
  1844     3      1011   281/365        77% 0.037057      57.8069
  1851     3      1021   291/365        80% 0.016162      58.1830
  1862     3      1031   301/365        82% 0.004946      58.3056
  1874     3      1041   311/365        85% 0.057973      58.4405
  1890     3      1051   321/365        88% 0.017443      58.3917
  1900     3      1061   331/365        91% 0.002120      58.6669
  1921     3      1071   341/365        93% 0.015804      58.7727
  1940     3      1081   351/365        96% 0.039341      58.3794
  1952     3      1091   361/365        99% 0.006355      58.1121

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  2128     3      1095     3/30     0.6613   0.9251   0.6459       0.7607       1.8618

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  2138     4      1101     6/365         2% 0.034674      63.5417
  2152     4      1111    16/365         4% 0.012346      64.0625
  2161     4      1121    26/365         7% 0.049963      60.0962
  2177     4      1131    36/365        10% 0.008236      59.0278
  2191     4      1141    46/365        13% 0.039058      58.1522
  2201     4      1151    56/365        15% 0.006642      59.7098
  2219     4      1161    66/365        18% 0.021946      59.2803
  2225     4      1171    76/365        21% 0.038181      60.4441
  2245     4      1181    86/365        24% 0.018012      60.3924
  2278     4      1191    96/365        26% 0.027546      58.1380
  2289     4      1201   106/365        29% 0.029470      58.0189
  2300     4      1211   116/365        32% 0.012078      59.1056
  2319     4      1221   126/365        35% 0.028850      58.7798
  2338     4      1231   136/365        37% 0.006390      59.1912
  2346     4      1241   146/365        40% 0.014057      59.0325
  2360     4      1251   156/365        43% 0.026524      59.1346
  2383     4      1261   166/365        45% 0.037999      58.6220
  2395     4      1271   176/365        48% 0.038663      58.4872
  2408     4      1281   186/365        51% 0.000202      58.9382
  2425     4      1291   196/365        54% 0.039405      58.8010
  2441     4      1301   206/365        56% 0.038545      58.8592
  2452     4      1311   216/365        59% 0.025083      58.9988
  2460     4      1321   226/365        62% 0.000881      59.7069
  2470     4      1331   236/365        65% 0.056092      59.7722
  2485     4      1341   246/365        67% 0.009194      59.7053
  2503     4      1351   256/365        70% 0.067377      59.3262
  2520     4      1361   266/365        73% 0.054088      59.3515
  2544     4      1371   276/365        76% 0.010574      59.2844
  2554     4      1381   286/365        78% 0.058989      59.5498
  2568     4      1391   296/365        81% 0.034436      59.5861
  2586     4      1401   306/365        84% 0.017922      59.4158
  2612     4      1411   316/365        87% 0.126556      59.4091
  2623     4      1421   326/365        89% 0.018114      59.2543
  2639     4      1431   336/365        92% 0.003118      59.2019
  2650     4      1441   346/365        95% 0.036999      59.2613
  2668     4      1451   356/365        98% 0.022425      59.1589

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  2840     4      1460     4/30     0.6747   0.9329   0.6572       0.7711       1.8523

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  2850     5      1461     1/365         0% 0.039257      43.7500
  2865     5      1471    11/365         3% 0.035900      52.8409
  2879     5      1481    21/365         6% 0.054803      55.0595
  2894     5      1491    31/365         8% 0.033031      58.4677
  2920     5      1501    41/365        11% 0.039377      58.8415
  2930     5      1511    51/365        14% 0.000082      60.0490
  2941     5      1521    61/365        17% 0.046354      61.1680
  2950     5      1531    71/365        19% 0.035702      61.1796
  2968     5      1541    81/365        22% 0.002914      62.6543
  2983     5      1551    91/365        25% 0.018054      61.8132
  3001     5      1561   101/365        28% 0.042496      61.3243
  3015     5      1571   111/365        30% 0.031069      61.3739
  3034     5      1581   121/365        33% 0.016298      60.7955
  3049     5      1591   131/365        36% 0.042472      60.9256
  3069     5      1601   141/365        39% 0.019014      59.7074
  3086     5      1611   151/365        41% 0.110622      59.4371
  3098     5      1621   161/365        44% 0.030176      59.7050
  3108     5      1631   171/365        47% 0.016736      60.2339
  3125     5      1641   181/365        50% 0.003756      60.0829
  3135     5      1651   191/365        52% 0.039937      60.2094
  3143     5      1661   201/365        55% 0.013142      61.0386
  3159     5      1671   211/365        58% 0.015981      60.7820
  3170     5      1681   221/365        61% 0.017270      60.9729
  3177     5      1691   231/365        63% 0.017834      61.3636
  3187     5      1701   241/365        66% 0.005020      61.5405
  3214     5      1711   251/365        69% 0.038632      60.6076
  3232     5      1721   261/365        72% 0.037001      60.4406
  3245     5      1731   271/365        74% 0.028318      60.2860
  3257     5      1741   281/365        77% 0.000789      60.7429
  3278     5      1751   291/365        80% 0.042513      60.4167
  3289     5      1761   301/365        82% 0.047532      60.7143
  3304     5      1771   311/365        85% 0.000203      60.5305
  3315     5      1781   321/365        88% 0.028300      60.5530
  3332     5      1791   331/365        91% 0.020676      60.5551
  3351     5      1801   341/365        93% 0.100829      60.5732
  3359     5      1811   351/365        96% 0.029235      60.5568
  3383     5      1821   361/365        99% 0.069790      60.1596

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  3554     5      1825     5/30     0.6886   0.9272   0.6718       0.7791       1.9964

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  3570     6      1831     6/365         2% 0.008921      62.5000
  3587     6      1841    16/365         4% 0.069400      56.2500
  3599     6      1851    26/365         7% 0.022435      57.4519
  3612     6      1861    36/365        10% 0.039153      58.1597
  3631     6      1871    46/365        13% 0.000329      56.3859
  3637     6      1881    56/365        15% 0.019634      59.3750
  3662     6      1891    66/365        18% 0.094416      59.4697
  3678     6      1901    76/365        21% 0.082602      58.7171
  3692     6      1911    86/365        24% 0.152322      59.3023
  3706     6      1921    96/365        26% 0.053983      59.7005
  3716     6      1931   106/365        29% 0.008103      60.6722
  3730     6      1941   116/365        32% 0.036507      60.4526
  3752     6      1951   126/365        35% 0.001804      60.1687
  3764     6      1961   136/365        37% 0.005994      60.5699
  3779     6      1971   146/365        40% 0.032683      60.7877
  3796     6      1981   156/365        43% 0.098821      60.1362
  3805     6      1991   166/365        45% 0.000649      60.8057
  3818     6      2001   176/365        48% 0.031562      60.7244
  3836     6      2011   186/365        51% 0.038343      59.8454
  3850     6      2021   196/365        54% 0.019290      59.7258
  3867     6      2031   206/365        56% 0.083503      59.7087
  3879     6      2041   216/365        59% 0.024554      59.8958
  3897     6      2051   226/365        62% 0.011259      60.1217
